zone_id,year,month,min,max,mean,count,sum,std
1,2000,1,0.0,127.30559539794922,7.407531253875248,16128,119468.6640625,27.61182819115871
2,2000,1,0.0,150.6999969482422,86.87959844559586,46320,4024263.0,36.962330557418085
1,2000,2,0.0,125.11359405517578,6.9359644329737105,16128,111863.234375,25.910958247435378
2,2000,2,0.0,140.7263946533203,86.49205526770294,46320,4006312.0,31.396026051013212
1,2000,3,0.0,121.91040802001953,7.001256064763145,16128,112916.2578125,26.070406766761554
2,2000,3,0.0,150.5,89.00066386010363,46320,4122510.75,33.08257312286266
1,2000,4,0.0,109.1904067993164,6.3349410768539185,16128,102169.9296875,23.61670859787232
2,2000,4,0.0,156.0,105.20493307426598,46320,4873092.5,32.51033872805498
1,2000,5,0.0,146.88641357421875,6.343166775173611,16128,102302.59375,24.44564302661921
2,2000,5,0.0,158.10000610351562,103.714896373057,46320,4804074.0,44.22465512879827
1,2000,6,0.0,138.777587890625,8.38758777436756,16128,135275.015625,31.243479485322496
2,2000,6,0.0,143.43359375,63.38735967184802,46320,2936102.5,43.31567611997876
1,2000,7,0.0,109.1904067993164,6.118167937748016,16128,98673.8125,22.875464100043114
2,2000,7,0.0,104.69760131835938,43.74031465889465,46320,2026051.375,31.917935788381374
1,2000,8,0.0,89.33760070800781,5.3938492063492065,16128,86992.0,20.044052415296314
2,2000,8,0.0,98.7936019897461,46.002504317789295,46320,2130836.0,26.057645867889484
1,2000,9,0.0,159.60000610351562,10.049195304749505,16128,162073.421875,37.35184982368362
2,2000,9,0.0,144.27841186523438,64.79642163212435,46320,3001370.25,39.553076616867045
1,2000,10,0.0,157.39999389648438,9.686143663194445,16128,156218.125,36.054254315412344
2,2000,10,0.0,164.1999969482422,111.17858376511226,46320,5149792.0,37.473164019672055
1,2000,11,0.0,102.95999908447266,6.289338611421131,16128,101434.453125,23.39454019050375
2,2000,11,0.0,138.10240173339844,95.07468696027634,46320,4403859.5,32.17199367372833
1,2000,12,0.0,113.47840118408203,6.90120103624132,16128,111302.5703125,25.661930514519106
2,2000,12,0.0,148.29759216308594,89.28060772884284,46320,4135477.75,30.558779511301793
1,2001,1,0.0,151.39999389648438,9.61360095796131,16128,155048.15625,35.69748019554435
2,2001,1,0.0,153.3000030517578,120.5505829015544,46320,5583903.0,33.66162922743789
1,2001,2,0.0,154.6999969482422,8.916909838479663,16128,143811.921875,33.30674592732582
2,2001,2,0.0,150.3000030517578,83.19315630397237,46320,3853507.0,31.280357365879258
1,2001,3,0.0,126.87360382080078,6.740353538876488,16128,108708.421875,25.098668803436734
2,2001,3,0.0,156.6999969482422,118.09118091537132,46320,5469983.5,33.591360501603305
1,2001,4,0.0,152.8000030517578,9.388823978484623,16128,151422.953125,34.87810217100617
2,2001,4,0.0,144.82559204101562,90.45989853195164,46320,4190102.5,33.159682633842024
1,2001,5,0.0,136.71359252929688,7.414289202008929,16128,119577.65625,27.64282479415982
2,2001,5,0.0,132.24000549316406,48.66614313471503,46320,2254215.75,37.558655534380065
1,2001,6,0.0,106.9696044921875,6.29742189437624,16128,101564.8203125,23.390930156928157
2,2001,6,0.0,120.96640014648438,68.36752482728843,46320,3166783.75,27.513044262808894
1,2001,7,0.0,129.8303985595703,7.661164298890129,16128,123559.2578125,28.505295836502967
2,2001,7,0.0,111.8944091796875,30.721313687392055,46320,1423011.25,28.21163128141561
1,2001,8,0.0,96.95999908447266,4.395621163504464,16128,70892.578125,16.571418205093984
2,2001,8,0.0,137.75999450683594,70.63837435233161,46320,3271969.5,37.554610037241666
1,2001,9,0.0,154.5,9.050501263330853,16128,145966.484375,33.67192472207045
2,2001,9,0.0,158.10000610351562,80.86313147668393,46320,3745580.25,39.71803332464202
1,2001,10,0.0,148.7423858642578,8.60279289124504,16128,138745.84375,32.0792616586871
2,2001,10,0.0,151.8000030517578,113.24131044905009,46320,5245337.5,36.49482705819639
1,2001,11,0.0,134.53440856933594,7.6242874387710815,16128,122964.5078125,28.375137504768297
2,2001,11,0.0,143.7183837890625,99.36109671848014,46320,4602406.0,27.56703633425022
1,2001,12,0.0,81.25440979003906,4.918128603980655,16128,79319.578125,18.290397125983507
2,2001,12,0.0,104.69760131835938,55.46654253022452,46320,2569210.25,17.626219582641916
1,2002,1,0.0,122.37760162353516,7.159651983351934,16128,115470.8671875,26.642584202057915
2,2002,1,0.0,153.60000610351562,99.95809585492228,46320,4630059.0,35.749232993467935
1,2002,2,0.0,109.1904067993164,4.452538384331597,16128,71810.5390625,16.859726317818264
2,2002,2,0.0,118.05760192871094,59.93245898100173,46320,2776071.5,25.345038117361998
1,2002,3,0.0,152.10000610351562,7.385269407242063,16128,119109.625,27.783343655000248
2,2002,3,0.0,165.1999969482422,141.51854490500864,46320,6555139.0,37.321263414959866
1,2002,4,0.0,150.5,7.597511897011409,16128,122532.671875,28.502560845130994
2,2002,4,0.0,165.6999969482422,122.63090457685665,46320,5680263.5,41.4679906188441
1,2002,5,0.0,137.0655975341797,7.886431012834821,16128,127192.359375,29.487326308564025
2,2002,5,0.0,148.52159118652344,76.84048467184802,46320,3559251.25,35.0902318223462
1,2002,6,0.0,115.03359985351562,6.857603527250744,16128,110599.4296875,25.632125487571585
2,2002,6,0.0,110.82239532470703,39.56720099309154,46320,1832752.75,28.63690641110855
1,2002,7,0.0,138.44158935546875,8.399630107576884,16128,135469.234375,31.211852566546305
2,2002,7,0.0,144.27841186523438,76.05014032815198,46320,3522642.5,38.034882026013115
1,2002,8,0.0,134.53440856933594,8.382071358816964,16128,135186.046875,31.1158556304549
